Pioggia,Temperatura,Velocità Vento,Stagione,Condizione Meteorologica,Mese,Ore di Sole,Visibilità,Allerta Tempesta,Predict
62.296572452475885,7.530144338515285,62.88579533968351,Inverno,Sereno,Ottobre,19.40031251945805,5.273909852840197,True,8.469778258081412
50.8340297240765,,86.39253112030329,Autunno,Nuvoloso,,12.542166888323589,9.176534919255305,False,
23.675526755201947,19.408905349923074,16.603108224495678,Primavera,Sereno,Marzo,22.609073016504755,5.545475408773495,True,8.907466133567743
49.920783213978225,,63.179087903113754,Primavera,Sereno,Febbraio,6.063181853942414,3.011051614069704,False,6.233568720401256
67.21183753507034,10.461992208413754,49.770004737353844,Estate,,Novembre,11.058051702212651,9.900649750639731,True,11.623964695802812
37.00427268118379,3.7180069900704673,58.16900660246313,Autunno,Nuvoloso,Dicembre,23.656281478972197,0.7353596746702629,False,2.7293559730115864
50.4296718123456,-8.700055182607509,17.57786854842359,Inverno,Nuvoloso,Settembre,9.803320221845228,9.189713418238748,False,5.75813095284451
42.75412572699383,16.968784812364817,85.60942837910999,Autunno,Nuvoloso,Maggio,13.948537741087005,1.8988635390535713,True,12.526373618019276
47.378037353379305,-6.811906782071958,61.933135563429175,Autunno,Nuvoloso,Ottobre,23.880502860064563,9.706934313759922,False,1.2687218797113562
40.15339884595612,0.10486242467208129,83.32553898759728,Primavera,Nuvoloso,Aprile,10.2286186728957,,False,-0.26041540216688097
66.8902781804205,14.562612730638293,59.528798023108884,Autunno,Sereno,Dicembre,2.19678944444039,9.701932921797715,True,11.823959652964698
46.978411911311866,-16.34043455220603,48.028346685923395,Primavera,,Dicembre,12.271137136885821,0.36089338291411033,False,-0.29928265199177484
53.432043718300974,10.561382382965963,16.90086435912187,Primavera,Nuvoloso,Dicembre,18.60842287242913,7.79482159962217,True,12.174737022637796
50.375045721538406,-3.6779173776671286,60.768114613463794,Primavera,Sereno,Dicembre,11.906030765447959,6.429393457250805,False,2.9048224696611635
69.4567107636417,18.348918778452056,98.87846873800457,Primavera,Piovoso,Giugno,17.85783245246576,1.6920435694740799,True,8.272702018280082
44.52991568479205,39.72897199182403,58.02593332539436,Autunno,Nuvoloso,,15.902874492789195,8.133034902918949,True,15.052081401966182
60.23931011625567,-1.3322309786701538,74.13889085417502,Estate,Sereno,Dicembre,13.916856088654018,9.472981783501215,False,4.254303644232586
54.02817427338138,-8.16711678852437,97.22997360556937,Autunno,Sereno,Settembre,21.270483342436403,9.005372420378748,False,-1.337497542437972
57.125488081856474,-4.799301782266912,,Autunno,Piovoso,Aprile,19.806768004652632,9.230139300624007,False,7.71571710497515
31.402839040940577,20.70459398473519,7.05470352239942,Autunno,Piovoso,Maggio,3.876031288364187,1.2725296067018066,True,11.81647565136873
68.34175062693367,16.670247054363102,7.565104348023588,Autunno,,Novembre,12.551224094698934,,True,17.94291380689331
,32.62556179440236,,Primavera,,Giugno,21.75640192908611,0.6439814139817523,True,13.004251316712478
59.432042938597675,10.799918177772877,,,Nuvoloso,,7.724107496435712,6.128775545889912,True,11.839248566689388
61.22992589749175,-5.9799995561525865,18.786027321637732,Inverno,Piovoso,Dicembre,14.283130062529978,3.5887198969850234,True,8.6133825804888
48.23817232847452,21.326639104444354,40.6149927837406,Autunno,Piovoso,Luglio,22.740775102585044,3.145360231796146,True,12.014126918654151
52.73623053465626,,53.48313304237436,Inverno,Sereno,Giugno,23.74599930196978,2.5683403901898427,False,6.272827128649786
38.728480156975664,21.894498058372875,28.27522425665787,Inverno,Nuvoloso,Novembre,13.894878242543339,3.1737505960141075,True,11.526523023241207
45.434596108923145,-1.7552748764190973,28.442628909638955,Inverno,Sereno,Ottobre,5.679175070289441,5.067439547795861,False,5.756073867895005
49.295651235848325,28.289024767002495,,Inverno,Sereno,Giugno,,,True,14.40730627140062
70.68124134277528,18.348918778452056,82.30360334424853,Primavera,Sereno,Novembre,14.344709466885593,0.5505591152232581,False,5.1047664327285975
54.62895106854738,14.02998677218001,95.4775401999074,Primavera,Piovoso,Novembre,5.734166682004481,2.323513173066055,False,5.59703222537274
80.4323165307834,36.976659966634294,18.852898567070596,Autunno,Piovoso,Settembre,6.81160323555688,4.789043209634249,True,25.32417143943991
32.25276238653447,34.62499770258732,21.16711223463925,Autunno,Sereno,Luglio,4.036277329028633,2.99836210025929,True,14.751340564619166
46.90509020233929,35.61409054224856,50.648328819604174,Autunno,,Marzo,17.5714848097625,,True,15.030412321182007
52.25552814491631,34.61851191547798,31.454439380861533,Primavera,Sereno,Aprile,17.255352454151627,9.251761437066229,,17.701215265540508
60.77063890308701,18.077057084430265,38.3463810021785,Inverno,Piovoso,Aprile,18.634869817407356,0.5567707366565422,True,13.782606805728632
48.67441124263302,39.827862962029904,73.30861322337132,Primavera,Nuvoloso,Giugno,6.583758757654785,9.35909927159955,True,14.362379814798443
67.13856735532836,18.63151037436012,,Autunno,Sereno,Marzo,18.62635666404653,8.895519226759488,True,14.499909556294662
52.856445169980624,15.540789512836461,30.710539733228593,Inverno,Piovoso,Maggio,15.29690889121665,7.572782402200906,True,12.202471914524203
56.75866370110265,28.53728313510561,47.533150234434544,Inverno,Nuvoloso,Aprile,7.88417021564884,9.484762041114214,True,15.199602657308759
52.66587867160191,6.197337146897247,58.324373286487116,Estate,Sereno,Marzo,3.425976853476066,2.689641856852427,False,6.579939549740843
65.38798106512638,-13.281111916954018,83.10472010637697,Estate,Piovoso,Aprile,5.912495293765475,3.5833482156934826,False,0.8027906273013738
79.76787255873798,27.772399129344173,83.47551873481119,Autunno,Sereno,,17.32950923160628,9.014808152240615,True,11.395541919602488
37.82520770756667,-16.226455308213275,,Autunno,Piovoso,Gennaio,9.72670022631085,4.286913483290417,False,-0.416326656420716
31.857976110562,-4.2683205001748945,54.15225847890592,Autunno,Sereno,Novembre,20.207342376200863,3.550912952273866,False,-0.2941267758306607
,35.897507484944526,7.981014821599553,Autunno,Sereno,Dicembre,22.440467311572675,9.245532411857933,True,
,4.419524388640372,16.326058875310277,Autunno,Piovoso,Agosto,0.08061549463733364,4.824446682415292,,10.822914843595221
60.6076604647931,6.32092405533702,14.944976164626588,Inverno,Sereno,Agosto,13.38183588469606,0.08062906013345583,True,12.563311693097067
44.93562377090876,21.03841813326155,10.065526695356608,Inverno,Nuvoloso,Febbraio,20.45607880108848,1.570401165187203,True,
76.78383186228442,8.350079851932875,47.963107916948985,Estate,Nuvoloso,Marzo,8.969798952777174,,True,13.085479536341847
71.6540717060604,-6.004119802913932,57.15682902122884,Autunno,Nuvoloso,,21.60679549121842,4.536027545555297,False,6.84389549821502
50.299190373501624,-8.207908894777468,23.717538993874577,Inverno,Nuvoloso,Agosto,6.748563924480131,7.605267514783178,False,5.265711506879628
43.262684187863265,-8.740696017437093,69.307483244839,,Sereno,Maggio,15.115021702057513,6.80985710676935,,-0.8604202921423765
32.80656326514087,20.456709545290778,67.27137821421822,,Nuvoloso,Novembre,9.765025985782392,,False,5.9811876951935865
,-19.65364423366505,73.58017976455893,Estate,,Gennaio,23.65147636987721,2.612572839699049,False,-1.9806949274737442
46.160039014627046,10.420628456931723,46.57207722488999,Estate,Sereno,Ottobre,18.045771037536056,3.685659021079377,False,7.7209886175159275
57.30893873439821,5.748372454782963,55.44830025979181,Primavera,Piovoso,Giugno,13.71468685884911,7.133526571915171,False,7.651469457335352
45.668237710016335,11.347217688659551,95.43543044576222,Estate,Sereno,Maggio,7.982029845462611,7.1133256729952,False,3.014269804024908
44.55789180206139,-5.617509714634625,26.202198732672844,,Piovoso,Novembre,6.138538861691029,4.636133247116295,False,4.636105572754606
65.73084306756402,2.3346960195766187,9.913616556605731,Inverno,Sereno,Settembre,16.422100899363056,4.407472147673278,True,12.895215763725218
38.85217438387305,28.97144810738699,82.52283760456027,Primavera,Piovoso,Settembre,23.85197200884622,9.12165107265609,True,8.21958554853468
64.6972519487385,32.86038895447524,,Autunno,Piovoso,Agosto,6.167327188371342,4.94211454647256,True,21.458763981182955
43.495615386182365,-1.6991338190600231,66.94445865871698,Primavera,Sereno,,0.8451540701145905,5.386665037499094,False,1.5049370656467673
48.37487174854132,-17.32898231956919,,,Piovoso,Dicembre,0.8356194183128123,4.014081295995336,False,-3.7366222707387293
,29.02104440407969,2.5305242439272346,Estate,Nuvoloso,Aprile,7.531224201020773,9.898399679583646,True,15.234716750466504
56.08372879240367,-12.887632217055318,72.63590561428062,Estate,Piovoso,Maggio,7.599563887569141,8.268116954206997,False,0.10686553193607694
79.76787255873798,2.680985630832666,65.13038883498038,Autunno,Nuvoloso,Settembre,15.015123414238394,6.16034701439918,False,7.034518113581372
45.02571505398503,-17.599193399184532,57.73928559182111,Autunno,,Gennaio,8.528973551081718,,False,-2.018543568140464
62.810255142309344,17.522378828408236,47.780342211222724,Primavera,Nuvoloso,Novembre,23.28877609041978,3.5072273443111324,True,13.050730455862068
67.29566751860357,7.5484930908904175,48.88163208975912,Primavera,Sereno,Settembre,1.3314239995238948,9.503729166192691,True,10.845518222011927
52.27781223244964,5.9761839290009995,29.3490215663321,Inverno,Sereno,Maggio,14.682177705307016,4.727302666238945,True,9.353515468557017
49.44335011385742,18.348918778452056,12.11966601136194,Estate,Nuvoloso,,19.622565834029302,5.231429894526762,True,13.357961760308566
48.09033513369967,1.6379146600213055,78.54450740563446,Primavera,Nuvoloso,Luglio,8.384388696066392,8.17955473776056,False,2.2649906841828784
53.91276665836925,-0.14031985561199178,85.60942837910999,Primavera,Sereno,Settembre,6.391467241546468,3.7602996599879557,False,4.289064529151018
33.99856628266487,4.468887191085667,79.72348270037372,Autunno,Nuvoloso,Agosto,0.5616489365529933,3.6353045524184036,False,0.19803114382130246
66.87096869968265,25.02789372427246,,,Sereno,Giugno,19.87247237308887,4.961786594349967,True,13.73721976970819
52.93184323059223,14.616417389755533,11.823646552870958,Estate,Sereno,Gennaio,9.03860319358677,5.871574266921571,True,13.808929207758009
59.29091541530577,-0.3680321659412229,66.94585991442052,Primavera,Sereno,,15.638276261067599,2.6436418428171993,False,5.063187441836734
46.07769115577684,28.644261696606193,56.71028953844639,Primavera,Piovoso,Febbraio,,6.247401803932675,True,12.147787786292584
47.97531256966763,-5.84327051845481,37.99165754958155,Inverno,Sereno,Ottobre,8.340827523832175,9.829521512525982,False,4.082915603438928
40.50921997098971,36.656097040872176,39.35948658365211,Autunno,Sereno,Dicembre,6.684143188459302,9.158204321351985,True,15.192724448094381
60.3023841376403,2.072041251505645,72.35873299157186,Primavera,Nuvoloso,Marzo,9.958350314927566,6.011010786306733,False,5.456215903822569
41.19680666835641,-15.061170088948737,46.890293036709274,Autunno,,Novembre,23.85197200884622,4.430926273995512,False,-0.9380189966842665
62.03673428652283,-13.628418063763043,,Inverno,Sereno,Gennaio,0.3876449752227087,8.857873022567576,False,-0.17764239204456536
58.150854533090715,-7.517675326683058,92.38042550775398,Autunno,Nuvoloso,Ottobre,8.805895410428008,1.7988372777735628,False,15.182370781965432
46.70283566491801,-1.3414903108860372,71.40797124837532,Autunno,Nuvoloso,Gennaio,19.82569210610022,6.067883846250917,False,1.827322914880259
69.5350860300197,-6.056676280167297,20.127655233206433,Estate,Sereno,Maggio,13.98075186605516,3.830851245621665,True,10.097248798633109
51.31851749312817,3.0371802489720565,66.97002848436694,Primavera,Sereno,Marzo,5.52003204358057,0.3545974757302983,False,4.487854724880557
37.413357691672786,11.382480262471066,62.69330474232127,Estate,Piovoso,Agosto,6.788740691882523,4.21372640336247,False,4.648085142843749
38.497062166350545,-2.7448133507672985,36.621567384814256,Inverno,Nuvoloso,Novembre,21.421658752229053,9.232587597017616,False,3.2538116895584936
33.60328718059169,18.348918778452056,9.691356872820867,Autunno,Sereno,Maggio,7.982067438300424,4.221763363328069,True,16.772839063445492
45.47185531031367,-4.682720496429699,86.64407774604541,Estate,Piovoso,Settembre,5.5063509113475275,4.981508880173887,False,
66.6755143210853,-4.706608124549982,42.841938417747514,Primavera,Nuvoloso,Dicembre,14.689218089581619,2.035274821314268,,7.648926585077316
57.18222360693486,10.81358553127842,3.5436941357030127,Autunno,Nuvoloso,Novembre,,6.599084491329067,True,14.356150967200197
32.12576993253876,39.03499238126214,70.30012679801722,Autunno,Piovoso,Giugno,13.774913578228727,1.0449357599694986,True,11.13563902108467
67.276467517478,27.003206113816653,71.6125192798925,Primavera,Nuvoloso,Novembre,,6.550528308628624,True,14.405003409651343
57.063757105516316,1.4794915001367421,50.07160142302145,Estate,Nuvoloso,Maggio,9.065237449965615,1.2280923260538812,False,6.869438728842142
46.86737175581134,-7.785606333455611,55.24103626085598,Autunno,Sereno,Luglio,7.766877709783501,2.757395420184383,False,1.5436888250399885
49.322125293897436,,54.17644588788044,Primavera,Sereno,Gennaio,13.327991094928311,6.0336035011643,False,3.720986014666525
60.13699516634931,-1.8065227102551198,35.85913340329233,Primavera,Nuvoloso,Novembre,19.54128224879804,2.600947491328048,False,7.909528879864093
44.38061440863049,-4.387124205042818,75.03780003793517,Autunno,Sereno,,1.4205172672638735,8.629741454818237,False,0.08620561641973598
59.606578965755745,-8.383732692084758,3.8835516629526445,Estate,Nuvoloso,Febbraio,5.030042979825248,0.11890241971173832,True,15.182370781965432
37.442027348834785,10.727475428439362,59.43869292215906,Inverno,Nuvoloso,Febbraio,9.847312661149399,9.39705853452502,False,4.802778806082859
56.170693486524755,-0.742292113144714,45.950092497760394,Inverno,Piovoso,Aprile,14.712869009401809,4.121270056610673,False,6.4564418135854975
58.54159296279964,30.852074661270315,14.413318849407187,,Piovoso,Marzo,21.94693865334629,8.01390555849381,True,19.542609106000302
46.75780898511982,3.3955753878213493,39.270834428302194,Autunno,Sereno,Luglio,,,False,6.473150970540151
56.1265562909436,-9.73643576444027,7.049277881546789,Estate,Nuvoloso,Gennaio,21.994544104200838,4.6584410322404,False,7.619452740701959
56.50824982176675,18.348918778452056,24.68503897891682,Estate,Sereno,Settembre,,6.016209020913983,True,9.33807319755607
52.403916123215296,18.348918778452056,59.96954162154912,Primavera,Piovoso,Dicembre,12.440096033097355,4.297057109242536,False,0.5687430049074511
47.954685171624185,21.818461155553784,75.57289239781292,Estate,,Giugno,8.435908408348094,5.848365622879866,True,8.59918614120968
47.744907238157225,-9.454059222958133,7.0461510734001305,,,Marzo,6.571570991529818,7.240445395343783,False,6.028148573403993
65.25844167773946,3.805055552040276,0.5618458207334087,,Nuvoloso,Novembre,12.447684043365136,5.016297786760754,True,14.177020419086633
56.80023970886265,-7.245727366689179,57.40888607693022,Estate,Sereno,Agosto,15.655793814914166,5.842899426101797,False,3.4654411240727527
46.67442453131259,34.41308610466898,69.24670246872756,Estate,Sereno,Febbraio,22.059777560866713,1.202290965486802,True,12.754140490790451
42.61384887803282,14.284731420039932,89.58420152009742,Inverno,Nuvoloso,Dicembre,12.634758071487266,9.075100431371157,False,3.889769049608801
49.86721393479814,22.671102466853185,56.37306277404088,Inverno,Sereno,Agosto,11.193192963337363,5.178183721939619,True,11.177467249611492
43.58752031891713,7.604936832366594,82.38571177890921,Estate,Nuvoloso,Novembre,12.779606994513689,5.023393210267473,False,2.7804139356024824
,39.95728801773743,57.902218612250564,Primavera,Nuvoloso,Novembre,9.137674295436035,9.096605346608207,True,17.076065349926477
