Punteggio Esame,Ore di Studio,Assenze,Anno di Studio,Media Voti,Ore di Lezione,Facoltà,Età,Tipo di Corso,Successo Accademico,Predict
69.52178564352951,374.29857586159255,5.619303363886476,4.0,24.0,,Ingegneria,28-32,Teorico,False,170.01403570130722
75.24195168291304,549.6426008301574,7.65341529360013,5.0,25.0,,Economia,18-22,Teorico,True,241.66428430757688
71.56310604264166,704.8757485164765,4.683957111759816,2.0,20.0,15.0,Arte,18-22,Pratico,True,302.95083550820715
64.30596256159994,897.9544383073401,4.57696317246149,2.0,25.0,14.0,Arte,18-22,Teorico,True,378.0158677741699
93.7680772659374,76.44279565549716,,,22.0,21.0,Giurisprudenza,18-22,Pratico,False,58.02464832307253
84.99826839823884,542.3895601278023,7.9746072844513085,1.0,19.0,16.0,Giurisprudenza,28-32,Teorico,True,241.50390641919896
80.51585621046071,982.0304006670281,2.815139715915781,1.0,17.0,20.0,Medicina,18-22,,True,433.18002085591365
82.62528801473837,858.596343362382,3.0383695453738992,1.0,24.0,18.0,Arte,23-27,Teorico,True,367.9222867948369
88.27030288276859,244.14507492589755,4.4610280390336765,2.0,25.0,8.0,Ingegneria,18-22,Teorico,False,123.69301803128623
76.77913900194834,281.62829380172695,8.992900800045712,1.0,17.0,14.0,Arte,23-27,Pratico,False,134.78576914127072
64.26383411218882,773.7852146790216,2.2942080294640976,2.0,22.0,23.0,Economia,23-27,Teorico,,328.56381530231886
86.05012938171569,604.3983137064906,6.590256375917875,1.0,19.0,17.0,Economia,18-22,Pratico,True,266.91533865951914
80.01791704167555,805.1870610221378,5.003019080801846,1.0,18.0,20.0,Economia,23-27,Teorico,True,345.57989761327764
76.19267574695196,361.13401619483744,5.151992412304988,1.0,22.0,11.0,Medicina,18-22,Teorico,False,166.79620996079007
79.6935607810218,693.6821547723473,7.496266173687414,4.0,17.0,15.0,Ingegneria,23-27,Teorico,True,300.6313035258767
68.26794283859638,814.4149215454124,7.243507541685495,3.0,,12.0,Medicina,23-27,Pratico,True,345.52200071557536
58.513582274350526,573.1787056191256,0.0,1.0,18.0,14.0,Economia,23-27,Teorico,True,246.8255569299554
,937.7968778329822,7.933840252790018,4.0,16.0,18.0,Arte,23-27,Pratico,True,394.4012002137854
86.61271913415891,267.17942717570355,2.2403740308194546,1.0,15.0,16.0,Ingegneria,23-27,Teorico,False,132.63154920744714
82.16685686917639,459.5930431516055,3.647057002758763,1.0,28.0,15.0,Medicina,18-22,Pratico,False,208.12256862111926
66.68245040338232,843.5425734937311,6.0281367762234215,2.0,24.0,13.0,Medicina,23-27,Pratico,True,356.8189508408848
73.36016999509484,,0.0,1.0,21.0,19.0,Giurisprudenza,18-22,Teorico,True,283.60229013659625
75.18664823176888,117.87549245494067,2.295020531811879,1.0,19.0,18.0,Medicina,23-27,Teorico,False,69.47668939832575
74.5173551452296,416.2461751246488,0.0,1.0,18.0,18.0,Economia,28-32,Pratico,False,188.8536765934284
78.5880214009239,154.3036721426001,6.1480251106122985,,26.0,15.0,Ingegneria,18-22,Teorico,False,84.68307276625599
72.85791128315812,391.57192320520903,8.140818962976244,3.0,20.0,16.0,Ingegneria,18-22,Teorico,False,177.67206077073342
60.07186508250878,,4.74549616618714,1.0,19.0,6.0,Giurisprudenza,18-22,Teorico,True,401.1441479736357
77.15242369265003,459.0568680446344,6.349631103435073,,23.0,11.0,Ingegneria,18-22,Teorico,False,206.13351121530528
78.48582511351944,451.21898474340026,7.674207815675121,1.0,22.0,16.0,Medicina,23-27,Pratico,False,
54.70258388014111,51.68783705724267,3.6543263066711256,2.0,23.0,19.0,Arte,18-22,Teorico,False,36.72047735627228
76.14869578854257,505.43928617701016,2.281018613668445,5.0,17.0,10.0,Giurisprudenza,18-22,Teorico,True,224.79222134600002
72.93935585424778,180.21947577427022,7.9746072844513085,3.0,16.0,19.0,Arte,23-27,Teorico,False,93.52529154687993
80.49937499613488,576.8060695544856,5.478696001334604,4.013719932992367,18.0,8.0,Arte,28-32,Teorico,True,254.32437072050126
69.93919473685777,323.68446610066127,8.607497155794995,2.0,20.0,13.0,Arte,28-32,Teorico,False,149.59479514574235
67.88721293673682,659.9059354211066,4.836826009536825,1.0,17.0,23.0,Economia,23-27,Teorico,True,283.84485544851003
76.23110260158695,,8.586703574826261,4.0,23.0,14.0,Medicina,28-32,Teorico,True,237.88271963053228
72.16637488032352,338.90523769895077,4.771230126924804,3.0,14.0,16.0,Economia,23-27,Teorico,False,156.73488453098486
92.65204426332922,777.9902600279231,2.7992843461555106,5.0,18.0,6.0,Medicina,,Teorico,False,78.72123874202441
71.88349682654247,784.4082944782009,5.158336301168444,3.0,22.0,15.0,Medicina,28-32,Teorico,True,
81.15321570088513,458.49639557670906,8.784231308094405,3.0,22.0,15.0,Ingegneria,23-27,Teorico,False,206.86609981013976
74.28221365916714,64.44073749646728,5.154996558202613,1.0,9.0,9.0,Economia,28-32,Pratico,False,47.545459440516794
56.04265569404119,642.9741328094785,0.0,1.0,27.0,12.0,Arte,23-27,Pratico,True,274.0024498320038
85.45682909811427,434.17337855429304,0.3743457628667155,1.0,15.0,15.0,Arte,23-27,Teorico,False,199.26896557486484
123.20151707814887,590.949406274521,5.528709982949234,2.0,13.0,,Ingegneria,,Teorico,True,261.88326103818326
78.27212288236707,454.0446631168673,3.00862082941095,1.0,16.0,14.0,Arte,23-27,Teorico,,204.79864002851593
62.32724407937213,777.9902600279231,0.0,,21.0,18.0,Ingegneria,23-27,Teorico,False,114.06048368554156
74.33020325196077,,5.808860595327039,1.0,21.0,13.0,,18-22,Teorico,False,158.99314156387877
123.20151707814887,231.35709199292398,5.804447874289281,4.0,23.0,10.0,Arte,18-22,Teorico,False,110.6483293608215
80.67542910922023,476.0835715504559,1.7013106877487294,2.0,23.0,18.0,Economia,18-22,Teorico,False,214.46592628417355
77.15089152639771,997.781914273151,10.054485509180306,2.0,23.0,15.0,Ingegneria,23-27,Teorico,True,421.25258461626174
73.45469128963069,274.9938639624964,12.878389784928357,1.0,16.0,,Economia,18-22,Teorico,False,130.74611399339494
57.50119147799147,247.6972452685463,6.147419001097431,3.0,25.0,23.693549777641323,Medicina,18-22,Teorico,False,115.71451365070621
55.62709580671434,743.6291646970109,5.3219156771632115,3.0,18.0,19.0,Ingegneria,18-22,Pratico,True,313.6076030531023
78.71087505072708,947.8688317655268,4.711318648509906,,24.0,,Giurisprudenza,18-22,Teorico,True,402.28966335657793
59.36640892398088,89.13646046827617,0.054260657937719614,3.0,16.0,15.0,Arte,18-22,Teorico,False,53.45908079871096
63.298340123986364,180.19891309173875,3.5563748687853027,3.0,23.0,15.0,Ingegneria,18-22,Teorico,False,90.71342978701287
65.20700034416473,35.40324921337734,1.4969914102488464,5.0,18.0,13.0,Medicina,18-22,Pratico,False,33.57370064757547
92.8686491106822,168.8833897681209,10.387575403477005,1.0,19.0,7.0,Ingegneria,18-22,Pratico,False,94.37519310010532
77.97511469803862,150.9541931824252,1.356621525381434,1.0,17.0,17.0,Ingegneria,,Pratico,False,83.63854952984352
85.05992318662463,24.916686692297517,0.9424755051074589,1.0,22.0,11.0,,18-22,Teorico,False,35.390404082395655
77.52665406579519,638.1828631169335,7.097981710968973,2.0,22.0,13.0,Arte,18-22,Teorico,True,277.8213432954151
74.59463041429278,124.24430269420527,0.0,2.0,25.0,17.0,Ingegneria,23-27,Pratico,False,72.07611020196994
69.95805718023165,858.861234940441,,2.0,14.0,16.0,,23-27,Pratico,True,363.25710156453874
68.37339296112656,523.5389175773588,6.422617374992435,5.0,28.0,16.0,Ingegneria,23-27,Pratico,True,229.28532318178225
77.79049200916307,401.4560936550774,7.776237596318747,,13.0,14.0,Arte,23-27,Pratico,,183.14196130514802
79.62757662815423,530.6420149294624,5.962440022745346,5.0,20.0,12.0,Medicina,28-32,Pratico,True,235.5488349579567
76.54335459320546,24.505454271386505,3.9571723753975503,4.0,16.0,18.0,Arte,23-27,Pratico,False,32.36947084897648
62.45619358210604,584.2343447019952,0.0,1.0,19.0,,Economia,23-27,Teorico,True,252.43059595542988
,978.6459059852546,2.1293381312432365,4.0,14.0,14.0,Medicina,23-27,Pratico,True,410.8547914335513
69.55700997874276,92.96096303168211,11.017849308097045,1.0,16.0,12.0,Ingegneria,18-22,Pratico,,56.949703275485966
79.24603332020749,835.4479448513729,10.216929402909841,1.0,36.66630421581731,12.0,Ingegneria,23-27,Pratico,True,356.93129499632045
75.45843432899707,55.54196777831866,9.809285685307142,4.0,16.0,7.0,Ingegneria,18-22,Pratico,False,43.87338884149587
83.99556636275945,749.586741290814,8.351336514039987,3.0,,17.0,Arte,23-27,Pratico,True,324.1982327737494
79.38763460746931,924.9192822414095,4.930686421666159,1.0,25.0,21.0,Medicina,,Pratico,True,393.290934636638
80.38231082044082,483.20621596517765,9.921219366942527,1.0,19.0,11.0,Economia,18-22,Pratico,False,216.40505769550907
