Numero di Vendite,Totale Vendite (€),Sconto Applicato (%),Giorno della Settimana,Tipo di Prodotto,Promozione Attiva,Categoria Prodotto,Canale di Vendita,Fascia Oraria,Superficie di Vendita (mq),Predict
588.0349375963051,32253.22522825308,10.086423756219265,4.0,1.0,1.0,Abbigliamento,In Store,Pomeriggio,False,238.53990216538784
1019.7174354953166,93684.4305140768,0.0,3.7185821512355397,3.0,2.0,Elettronica,Online,Pomeriggio,True,408.78697419812664
502.8978219674632,24111.09555643711,16.648145161121285,0.0,0.0,2.0,Elettronica,In Store,Sera,False,206.15357233532168
1257.5432699746436,93022.18313901263,6.279913428767985,0.0,0.0,0.0,Cibo,Online,Mattina,True,504.9012820184879
1203.8737637729323,3081.526462386597,4.540256382325902,3.0,0.0,2.0,Elettronica,Online,Pomeriggio,True,482.9115824238707
1058.1841852651746,1677.1196364873342,10.054335901072001,2.0,0.0,2.0,Elettronica,Misto,Mattina,True,426.28997487639145
1220.604686929694,38439.19297004137,8.662868683148261,1.0,2.0,1.0,Elettronica,In Store,Mattina,True,491.44073537682215
1138.2548909749798,47674.28369090599,6.922161418884345,3.0,1.0,1.0,Abbigliamento,In Store,Mattina,,457.6786048156573
,6359.429164216912,13.30483917096987,3.0,1.0,,Libri,Online,Mattina,True,544.3889942491982
967.5059812757488,89661.57596938893,14.93600508534147,1.0,0.0,1.0,Elettronica,Online,Pomeriggio,False,391.483194035902
875.191640593148,31096.468067702775,5.053554438540189,3.7185821512355397,1.0,0.0,Abbigliamento,Misto,Sera,False,351.8927225688213
591.0529544393574,99374.4459067409,,6.0,2.0,1.0,Elettronica,Online,Mattina,False,239.26274313839284
,45610.17406738005,0.7862730825919932,3.0,1.0,0.0,Abbigliamento,Misto,Mattina,True,490.6198246299196
754.0709822152824,92895.91503966397,4.729315481508314,2.0,0.0,1.0,Abbigliamento,Online,Mattina,False,303.04718753056545
1404.5466055338447,91871.62706966705,5.0697942412027315,0.0,0.0,,Elettronica,In Store,Pomeriggio,True,563.3395804858988
1436.0148735870632,44607.514177299025,8.763537004555072,0.0,1.0,2.0,Elettronica,Online,Pomeriggio,True,577.3350105361918
814.4821061757273,1203.790848023789,11.49151477159187,2.0,,1.0,Cibo,In Store,Mattina,False,329.2402969017685
1447.0212656045933,27528.8771127999,12.927439230494313,1.0,1.0,1.0,Elettronica,Misto,,True,582.9867380109856
904.4201029873108,97164.71180214906,7.282071883133552,2.0,1.0,0.0,Elettronica,In Store,Mattina,False,364.2526627598644
440.9453181170901,81401.0895063299,7.391821397987761,3.0,1.0,2.0,Abbigliamento,In Store,Mattina,False,178.8956736662324
1317.5872633208724,87252.97917738573,4.1629065313078595,4.0,1.0,0.0,Libri,Misto,Pomeriggio,True,528.5837772877412
1092.971080080934,17548.000803804076,23.36769285114575,2.0,1.0,2.0,Cibo,In Store,Pomeriggio,True,444.49873988771736
1461.119184919182,31329.449234706906,11.224608672213225,3.0,0.0,,,Online,Mattina,True,587.8150565693368
568.524805560822,38790.286966596446,6.460907231502315,1.0,0.0,1.0,Libri,Online,Mattina,False,229.3481943937795
1982.9053643173454,9862.936468761553,13.059000566821574,2.0,0.0,2.0,Elettronica,Online,Pomeriggio,,650.4600588730053
1111.1526812373445,67178.92569835875,10.70943569155942,1.0,1.0,0.0,Elettronica,In Store,Pomeriggio,True,447.97390320240567
958.8696166432175,73157.06281214832,5.345057360676671,6.0,0.0,2.0,,Online,Pomeriggio,False,385.15136386549
525.3122056070105,74664.36129718562,9.74180464849977,0.0,1.0,0.0,Abbigliamento,Online,Sera,False,213.34742363735415
870.8045756814273,3054.7244260300868,3.1793309392399474,1.0,1.0,1.0,Libri,Misto,Mattina,False,349.5756295543429
436.71101561657326,70864.04693716909,13.192039710680467,3.0,2.0,2.0,Abbigliamento,Online,Sera,False,179.24201815983346
1058.7925878158012,9150.900112084848,15.800612048469755,2.0,0.0,0.0,Cibo,Online,Mattina,True,428.2572187408614
207.99123284319774,37063.162047493846,9.696229309791992,3.0,0.0,1.0,Libri,Online,Mattina,False,86.1053619302167
1501.2868318439023,37758.387248914536,20.624958857303284,3.0,2.0,0.0,Cibo,,Mattina,True,607.302220394752
718.576207503486,67491.44615502802,10.57601112774367,3.0,0.0,1.0,Elettronica,Online,Pomeriggio,False,290.6032863397175
542.5209769986186,85450.56850328788,2.8725826139615283,,1.0,0.0,Elettronica,Misto,Pomeriggio,False,218.17016558363594
889.8500651340034,196.53767765326347,,3.0,1.0,0.0,Abbigliamento,In Store,Mattina,False,356.57477495869534
753.4563270686506,40043.102997010035,15.458556813594026,1.0,1.0,0.0,Cibo,Online,Mattina,False,306.32009787153845
559.1003269366533,57202.3303684642,0.6819587890985037,0.0,2.0,2.0,Elettronica,Online,Pomeriggio,False,224.44471841139088
1028.0442020600642,90267.32080432097,10.200712309407685,3.0,2.0,1.0,Elettronica,Online,Sera,True,414.877894516848
1051.5221690392932,8575.384692167187,12.018724814145278,2.0,1.0,1.0,Abbigliamento,In Store,Sera,True,424.5144850599609
1616.949462808322,19666.725321302547,14.618143118512616,4.0,0.0,2.0,Elettronica,Misto,Pomeriggio,True,651.1652280588827
755.599029449838,73633.90738197678,7.292209081126307,1.0,0.0,0.0,Abbigliamento,Misto,Pomeriggio,False,304.4272745042731
1032.2599711565545,36616.120704258494,15.04394885969477,1.0,2.0,1.7556114307939352,Libri,Online,Pomeriggio,True,418.01717312053023
766.9301000376169,95709.04500545518,13.676589451511544,5.0,0.0,1.0,Libri,In Store,Pomeriggio,False,310.87501685050023
1455.6150441544953,35313.5111012019,16.137904291421478,1.0,2.0,2.0,Elettronica,Misto,Mattina,True,
513.6629824430465,66732.51659816166,7.316826585804021,1.0,0.0,2.0,Cibo,In Store,Mattina,False,207.66024095295984
1517.963586623771,86579.9086698386,17.697542417334443,3.7185821512355397,0.0,1.0,Cibo,Misto,Mattina,True,612.4946973747088
,11333.401922249854,7.225780472922699,2.0,1.0,1.0,Elettronica,Online,Mattina,False,373.1193856431643
1278.3818141343202,53379.23446164321,17.095363009925713,,0.0,1.0,Elettronica,Online,Mattina,True,516.4813345567059
,81486.11643097318,18.879062189313274,3.0,2.0,2.0,Libri,In Store,Sera,False,259.7640951612239
963.1231537204917,27960.607594697085,8.489469735865544,2.0,0.0,0.0,Cibo,Misto,Sera,False,387.79610240895636
693.4588836825658,,11.806073978797754,0.0,1.0,1.0,Elettronica,Online,Mattina,False,281.2253756666657
911.8650714804655,73447.00018445065,7.078683015583044,2.0,1.0,0.0,Abbigliamento,Online,Mattina,False,367.16963349686114
1394.8912169855344,14252.221609906235,16.481332854050564,2.0,2.0,0.0,Abbigliamento,In Store,Pomeriggio,True,650.4600588730053
513.5185773945534,11830.796077707384,10.67414901191157,5.0,2.0,2.0,Cibo,Misto,Pomeriggio,False,
1030.1725154890162,71339.21664444119,16.22102386784696,2.0,0.0,,Cibo,,Mattina,True,416.9353133559606
707.9346689778199,74664.36129718562,11.350077906506554,0.0,1.0,2.0,Cibo,In Store,Mattina,False,
1019.7953721737152,73657.11358348148,8.781311597331511,0.0,2.0,1.0,,Online,Pomeriggio,True,411.1525423486856
967.6157927782754,65150.9957835835,12.650494179346424,0.0,3.0,2.0,Elettronica,In Store,Mattina,False,
1043.5433689294232,11299.910049829186,9.606227763388949,1.0,0.0,1.0,Libri,Misto,Mattina,True,420.299215900786
1337.788315004073,98143.39566270437,11.419467696815397,1.0,1.0,0.0,Abbigliamento,In Store,Mattina,True,538.8411663106738
1051.8860372419556,88978.4702025385,3.4562157380483116,3.0,1.0,0.0,Elettronica,Misto,Pomeriggio,True,422.0912796181967
,44840.82999838825,9.361241303928328,1.0,2.0,0.0,Abbigliamento,In Store,Sera,False,196.55409843549987
1026.2429010052012,,15.541831621636726,0.0,3.0,2.0,,Online,Pomeriggio,True,416.0597098885715
823.3377225630506,96504.4941739845,13.82844348532651,3.0,0.0,0.0,Libri,,Mattina,False,333.4836220708182
615.9388369415055,24423.539173611196,12.982866114838396,2.0,1.0,2.0,Elettronica,Misto,Mattina,False,250.57039461105376
1315.5841635221395,74664.36129718562,6.303147986782922,3.0,1.0,2.0,Cibo,Online,Mattina,True,528.4246098048907
1302.9629990537996,86470.93843132375,11.216785500822018,2.0,1.0,0.0,Abbigliamento,In Store,Pomeriggio,True,
1146.9751219722152,76897.85075544484,3.4563076483706148,2.0,1.0,2.0,Libri,Online,Sera,True,460.1269410833973
1010.9879127042311,10744.106693383048,4.217649608898586,0.0,0.0,2.0,Elettronica,Online,Pomeriggio,,405.6604599643621
1101.844796204316,19723.64976231594,15.290000814222477,2.0,0.0,0.0,Elettronica,Online,Mattina,True,445.32491872599314
1250.777829592913,40054.902665345246,4.890473925040281,3.0,1.0,1.0,Cibo,In Store,Mattina,True,502.0782740146773
954.0501288388151,44024.309550026854,8.137510554356446,6.0,2.0,2.0,Cibo,In Store,Mattina,False,384.661304701833
637.5094429738717,75410.70366739327,13.697598823132815,2.0,2.0,0.0,Abbigliamento,In Store,Sera,False,259.7130568364886
1242.9069839842691,85100.1083899823,12.605875724234707,1.0,0.0,2.0,Abbigliamento,In Store,Sera,True,500.94455631097804
1123.8099179322003,57348.85205597311,5.311015591451306,0.0,2.0,0.0,Elettronica,,Mattina,True,
1172.9184600537762,26598.216182787626,9.754817777365442,0.0,2.0,2.0,Libri,Online,Sera,True,472.6938293547202
738.386938255686,17448.311917445026,7.6460304913825325,2.0,1.0,0.0,Elettronica,In Store,Mattina,False,297.9485844496892
1352.0618995931122,32774.29443917886,9.927763098166768,2.0,0.0,0.0,Elettronica,In Store,Mattina,True,543.8030887666949
533.2566594419251,56331.48985849885,14.126833674539647,1.0,3.0,1.0,Cibo,Misto,Mattina,False,218.44071387913192
1062.6923218163186,5683.544898840664,7.3215260756875935,2.0,1.0,0.0,Abbigliamento,Online,Mattina,True,
982.95824979878,73348.51475867034,8.843832328284796,3.0,1.0,0.0,Abbigliamento,Online,Pomeriggio,False,396.13644961799747
572.807709442199,98094.67477976451,3.679143581621646,1.0,3.0,2.0,Libri,Online,Mattina,False,231.1268268513661
600.0459638872812,83183.90333796608,2.8100807376935313,3.0,2.0,0.0,,Online,Mattina,False,241.46140977622056
,92993.14126799317,4.158626719756018,2.0,0.0,1.0,Elettronica,Online,Pomeriggio,False,355.4606521529604
1194.9946810603888,25508.578313950493,6.619130928693581,0.0,0.0,0.0,Cibo,Online,Pomeriggio,True,479.9836117027636
804.0712129503265,24459.323534844334,7.268941189732991,3.0,0.0,1.0,,Online,Mattina,False,323.8091675370505
1059.587903277043,58356.647211929536,14.770941802893876,,2.0,2.0,Abbigliamento,Online,Pomeriggio,True,650.4600588730053
1649.9283809044023,54390.761756165084,6.173890278707992,1.0,1.0,1.0,Abbigliamento,Online,Mattina,True,662.1235194453733
765.7219960870889,72838.60859133884,21.330557029362197,3.0,1.0,0.0,Elettronica,Misto,Pomeriggio,False,312.98796554364424
797.3170666729363,8802.586008061686,15.260960005179438,4.0,0.0,0.0,Libri,Online,Pomeriggio,False,319.48618729629794
926.7631294422939,23194.932816931003,18.195267139843587,2.0,1.0,1.0,Elettronica,Online,Pomeriggio,False,376.46383191887065
906.7410952897422,83109.05699683592,7.284647683487684,3.0,0.0,2.0,Libri,Misto,Mattina,False,364.8818324209432
863.0184416614919,24805.946801253598,11.54420281332203,1.0,1.0,0.0,Abbigliamento,In Store,Sera,False,348.9706375085934
1270.5007501424807,64778.16338609728,14.190667024473946,4.0,0.0,0.0,Libri,Online,Sera,True,512.4575001643345
847.9665405560501,74664.36129718562,9.432189602105922,1.0,1.0,0.0,Abbigliamento,Misto,,False,342.31627310305186
949.3854707943293,60962.750094488314,6.6785120882939655,3.7185821512355397,,0.0,Libri,Misto,Sera,False,381.75774194421996
1518.8865922216237,94200.73816095662,7.740953333802492,5.0,1.0,1.0,Libri,In Store,Pomeriggio,True,610.1769228887902
441.45437965619146,83250.11698846139,15.596844354976113,2.0,1.0,2.0,Libri,Online,Mattina,False,181.56080516896947
1553.5814211079396,57484.55286986336,10.217289282443835,5.0,1.0,0.0,Abbigliamento,Online,Pomeriggio,True,624.797755227909
,45726.995698084924,8.351087077018635,2.0,0.0,1.0,Abbigliamento,In Store,Mattina,False,650.4600588730053
1217.4579673616186,74664.36129718562,3.763116848025092,2.0,1.0,1.0,Abbigliamento,Misto,Mattina,True,
1212.4142900050456,18459.29661971585,13.298036406365355,3.7185821512355397,0.0,0.0,Abbigliamento,Online,Mattina,True,488.9551269239279
1116.125183052359,42337.03167836068,13.84906155038617,1.0,1.0,0.0,Abbigliamento,In Store,Sera,True,450.9047916860595
577.8201778769155,81611.27939728087,10.514772468206214,3.0,0.0,1.0,Cibo,Online,,False,234.2825028912281
